
年月日,平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),平均風速(m/s),平均風速(m/s),平均蒸気圧(hPa),平均蒸気圧(hPa)
2024/2/15,14.0,8,0.0,0,8,4.5,0,8,3.4,8,8.7,8
2024/2/16,4.4,8,0.0,0,8,4.3,0,5,5.7,5,4.4,8
2024/2/17,3.3,8,0,1,8,10.2,0,8,2.1,8,4.8,8
2024/2/18,9.1,8,0,1,8,10.2,0,8,2.5,8,8.4,8
2024/2/19,14.4,8,0.0,0,8,4.7,0,8,6.2,8,11.7,8
2024/2/20,10.8,8,0.0,0,8,1.0,0,8,5.3,8,9.1,8
2024/2/21,0.9,8,19.5,0,8,0.0,0,8,4.3,8,5.7,8
2024/2/22,0.2,8,6.5,0,8,0.0,0,8,2.4,8,5.3,8
2024/2/23,0.9,8,0.0,0,8,1.1,0,8,2.8,8,4.6,8
2024/2/24,1.5,8,0.0,0,8,5.9,0,8,3.6,8,4.2,8
2024/2/25,1.1,8,7.0,0,8,0.3,0,8,3.1,8,5.3,8
2024/2/26,4.8,8,2.5,0,8,6.9,0,8,5.7,8,5.6,8
2024/2/27,5.1,8,0.0,0,8,0.1,0,8,7.6,8,5.0,8
2024/2/28,5.1,8,0.0,0,8,8.4,0,8,5.4,8,4.9,8
2024/2/29,5.8,8,1.0,0,8,5.9,0,8,2.4,8,5.2,8
2024/3/1,5.4,8,21.5,0,8,3.6,0,8,4.7,8,6.9,8
2024/3/2,1.2,8,0.0,0,8,8.0,0,8,4.3,8,3.9,8
2024/3/3,3.6,8,0.5,0,8,5.5,0,8,3.6,8,5.3,8
2024/3/4,2.5,8,0.0,0,8,7.5,0,8,3.7,8,5.0,8
2024/3/5,3.0,8,5.0,0,8,0.3,0,8,1.7,8,4.7,8
2024/3/6,2.1,8,4.0,0,8,0.0,0,8,3.8,8,5.8,8
2024/3/7,3.3,8,0,1,8,7.7,0,8,4.5,8,4.1,8
2024/3/8,1.6,8,3.0,0,8,1.3,0,8,4.0,8,5.5,8
2024/3/9,2.7,8,0.0,0,8,5.7,0,8,4.0,8,4.7,8
2024/3/10,2.5,8,0.0,0,8,5.8,0,8,3.4,8,4.7,8
2024/3/11,6.5,8,0,1,8,9.7,0,8,2.6,8,5.1,8
2024/3/12,5.9,8,19.5,0,8,0.0,0,8,3.0,8,6.2,8
2024/3/13,5.5,8,0.0,0,8,9.4,0,8,5.9,8,5.0,8
2024/3/14,7.1,8,0.5,0,8,6.9,0,8,3.8,8,5.5,8
2024/3/15,11.0,8,0.0,0,8,10.2,0,8,5.2,8,5.5,8
2024/3/16,9.1,8,0.0,0,8,10.0,0,8,5.6,8,5.4,8
2024/3/17,10.0,8,0.0,0,8,6.2,0,8,3.9,8,6.8,8
2024/3/18,4.1,8,0.0,0,8,9.7,0,8,7.3,8,4.6,8
2024/3/19,6.1,8,0,1,8,8.3,0,8,3.7,8,3.9,8
2024/3/20,2.7,8,2.5,0,8,0.0,0,8,5.5,8,5.8,8
2024/3/21,4.0,8,0,1,8,5.5,0,8,5.9,8,3.9,8
2024/3/22,5.2,8,0,1,8,11.2,0,8,4.8,8,4.2,8
2024/3/23,3.3,8,1.5,0,8,1.5,0,8,2.4,8,5.7,8
2024/3/24,9.2,8,0,1,8,9.9,0,8,2.7,8,8.3,8
2024/3/25,11.6,8,0,1,8,3.6,0,8,2.8,8,7.3,8
2024/3/26,4.4,8,29.5,0,8,0.0,0,8,5.3,8,6.4,8
2024/3/27,6.8,8,0.0,0,8,10.7,0,8,4.0,8,5.3,8
2024/3/28,8.1,8,0.5,0,8,8.8,0,8,3.7,8,6.7,8
2024/3/29,12.9,8,15.0,0,8,2.8,0,8,3.2,8,12.0,8
2024/3/30,12.8,8,0.5,0,8,4.9,0,8,3.4,8,7.7,8
2024/3/31,11.8,8,1.0,0,8,8.5,0,8,3.9,8,7.3,8
2024/4/1,10.0,8,0.0,0,8,7.9,0,8,4.5,8,4.7,8
2024/4/2,11.2,8,0,1,8,11.5,0,8,4.7,8,4.0,8
2024/4/3,10.9,8,0.5,0,8,1.4,0,8,1.9,8,7.3,8
2024/4/4,13.3,8,0.5,0,8,7.0,0,8,4.0,8,9.1,8
2024/4/5,10.4,8,0,1,8,9.6,0,8,3.3,8,5.5,8
2024/4/6,10.9,8,0.5,0,8,1.3,0,8,2.6,8,10.1,8
2024/4/7,15.4,8,0.0,0,8,6.6,0,8,2.6,8,15.0,8
2024/4/8,16.7,8,0.0,0,8,5.3,0,8,3.6,8,16.1,8
2024/4/9,12.0,8,74.5,0,8,0.0,0,8,5.1,8,12.1,8
2024/4/10,9.6,8,0,1,8,12.5,0,8,3.3,8,6.1,8
2024/4/11,11.8,8,0,1,8,9.0,0,8,3.3,8,9.3,8
2024/4/12,14.3,8,0,1,8,8.4,0,8,2.7,8,11.7,8
2024/4/13,15.3,8,0,1,8,12.0,0,8,2.8,8,12.2,8
2024/4/14,16.2,8,0,1,8,10.9,0,8,2.2,8,13.1,8
2024/4/15,17.7,8,0,1,8,11.9,0,8,2.7,8,12.0,8
2024/4/16,17.0,8,0.0,0,8,4.1,0,8,2.4,8,14.7,8
2024/4/17,16.8,8,3.0,0,8,6.5,0,8,2.4,8,13.6,8
2024/4/18,15.9,8,0,1,8,7.1,0,8,2.6,8,10.9,8
2024/4/19,14.9,8,0,1,8,8.2,0,8,6.4,8,9.5,8
2024/4/20,15.5,8,0,1,8,10.0,0,8,5.2,8,7.1,8
2024/4/21,14.9,8,0,1,8,9.5,0,8,2.8,8,7.5,8
2024/4/22,15.1,8,0.0,0,8,2.6,0,8,2.7,8,12.0,8
2024/4/23,13.3,8,1.5,0,8,0.0,0,8,2.4,8,12.3,8
2024/4/24,13.6,8,14.0,0,8,0.1,0,8,4.7,8,14.6,8
2024/4/25,17.2,8,6.0,0,8,7.5,0,8,3.8,8,13.1,8
2024/4/26,18.4,8,0,1,8,10.1,0,8,3.3,8,14.5,8
2024/4/27,18.4,8,0,1,8,7.3,0,8,2.7,8,17.6,8
2024/4/28,20.6,8,0,1,8,12.3,0,8,2.3,8,14.9,8
2024/4/29,17.7,8,0,1,8,8.2,0,8,2.6,8,14.0,8
2024/4/30,19.2,8,0.0,0,8,1.7,0,8,2.6,8,16.9,8
2024/5/1,14.9,8,0,1,8,0.0,0,8,4.1,8,9.7,8
2024/5/2,14.5,8,0,1,8,12.0,0,8,3.7,8,9.2,8
2024/5/3,16.5,8,0,1,8,13.1,0,8,2.4,8,10.5,8
2024/5/4,18.6,8,0,1,8,12.9,0,8,2.2,8,11.9,8
2024/5/5,19.5,8,0,1,8,12.1,0,8,1.7,8,15.2,8
2024/5/6,21.8,8,0.0,0,8,2.3,0,8,4.3,8,14.4,8
2024/5/7,19.0,8,1.5,0,8,0.0,0,8,4.0,8,17.3,8
2024/5/8,14.3,8,0.0,0,8,6.7,0,8,4.9,8,10.9,8
2024/5/9,12.1,8,0.0,0,8,4.4,0,8,3.4,8,7.8,8
2024/5/10,16.3,8,0,1,8,11.7,0,8,2.6,8,9.5,8
2024/5/11,19.3,8,0,1,8,12.6,0,8,2.2,8,13.8,8
2024/5/12,20.1,8,0.0,0,8,7.4,0,8,5.8,8,16.2,8
2024/5/13,16.2,8,33.0,0,8,0.0,0,8,3.6,8,16.4,8
2024/5/14,15.2,8,0,1,8,12.7,0,8,2.8,8,11.2,8
2024/5/15,16.2,8,0,1,8,9.4,0,8,2.8,8,14.0,8
2024/5/16,16.8,8,4.0,0,8,0.0,0,8,2.2,8,17.4,8
2024/5/17,17.5,8,0.0,0,8,7.1,0,8,4.1,8,10.5,8
2024/5/18,19.5,8,0,1,8,13.7,0,8,2.8,8,12.5,8
2024/5/19,20.3,8,0.0,0,8,7.3,0,8,2.1,8,14.6,8
2024/5/20,17.5,8,9.0,0,8,0.6,0,8,2.6,8,17.8,8
2024/5/21,18.1,8,0,1,8,10.3,0,8,3.5,8,11.9,8
2024/5/22,16.3,8,0,1,8,13.9,0,8,3.5,8,11.3,8
2024/5/23,19.8,8,0,1,8,13.3,0,8,2.5,8,17.3,8
2024/5/24,21.0,8,0,1,8,8.6,0,8,3.6,8,15.8,8
2024/5/25,17.3,8,0,1,8,13.0,0,8,4.1,8,8.5,8
2024/5/26,18.1,8,0,1,8,13.5,0,8,4.0,8,13.6,8
2024/5/27,21.9,8,0.0,0,8,3.3,0,8,3.6,8,18.8,8
2024/5/28,17.3,8,30.5,0,8,0.0,0,8,2.9,8,17.7,8
2024/5/29,17.7,8,2.0,0,8,5.8,0,8,4.3,8,13.4,8
2024/5/30,18.7,8,0,1,8,7.7,0,8,2.3,8,16.1,8
2024/5/31,18.4,8,2.0,0,8,0.2,0,8,2.3,8,18.5,8
2024/6/1,17.0,8,8.5,0,8,3.9,0,8,2.3,8,16.7,8
2024/6/2,15.8,8,42.5,0,8,0.2,0,8,3.1,8,15.9,8
2024/6/3,16.1,8,7.0,0,8,1.8,0,8,5.6,8,15.8,8
2024/6/4,17.8,8,0.0,0,8,3.3,0,8,4.1,8,14.5,8
2024/6/5,18.0,8,0,1,8,8.4,0,8,2.3,8,14.9,8
2024/6/6,18.5,8,0,1,8,11.1,0,8,3.0,8,15.0,8
2024/6/7,19.0,8,0,1,8,3.6,0,8,2.7,8,17.8,8
2024/6/8,20.4,8,0,1,8,13.0,0,8,3.6,8,18.1,8
2024/6/9,20.7,8,0,1,8,2.7,0,8,4.5,8,19.6,8
2024/6/10,21.0,8,0.0,0,8,4.8,0,8,3.2,8,19.3,8
2024/6/11,22.0,8,0,1,8,13.9,0,8,2.9,8,20.2,8
2024/6/12,23.1,8,0,1,8,11.7,0,8,2.9,8,21.5,8
2024/6/13,22.9,8,0.0,0,8,9.9,0,8,2.3,8,22.5,8
2024/6/14,23.0,8,0,1,8,14.0,0,8,2.5,8,20.7,8
2024/6/15,22.2,8,0.0,0,8,7.0,0,8,3.1,8,22.3,8
2024/6/16,23.2,8,0.0,0,8,7.6,0,8,2.2,8,23.2,8
2024/6/17,25.6,8,0,1,8,7.7,0,8,2.4,8,17.6,8
2024/6/18,21.9,8,9.0,0,8,0.0,0,8,2.6,8,19.4,8
2024/6/19,24.6,8,0,1,8,11.6,0,8,2.9,8,17.5,8
2024/6/20,23.3,8,0,1,8,14.1,0,8,2.9,8,20.0,8
2024/6/21,22.9,8,0,1,8,0.0,0,8,2.9,8,21.0,8
2024/6/22,24.3,8,0,1,8,12.3,0,8,2.8,8,18.4,8
2024/6/23,20.4,8,24.5,0,8,0.0,0,8,3.8,8,22.3,8
2024/6/24,24.2,8,0.0,0,8,2.7,0,8,1.8,8,23.6,8
2024/6/25,24.2,8,0.5,0,8,0.7,0,8,1.9,8,24.0,8
2024/6/26,22.9,8,0.0,0,8,1.8,0,8,3.2,8,17.4,8
2024/6/27,21.8,8,0,1,8,13.2,0,8,3.1,8,16.9,8
2024/6/28,21.8,8,0.0,0,8,1.9,0,8,2.2,8,21.4,8
2024/6/29,23.7,8,0,1,8,11.4,0,8,2.8,8,22.7,8
2024/6/30,23.4,8,1.0,0,8,4.4,0,8,2.7,8,24.7,8
2024/7/1,26.0,8,0.0,0,8,1.9,0,8,3.1,5,23.7,8
2024/7/2,23.7,8,0.0,0,8,2.0,0,8,2.7,8,20.0,8
2024/7/3,22.9,8,2.5,0,8,5.4,0,8,1.9,8,21.6,8
2024/7/4,27.2,8,0,1,8,5.6,0,8,2.1,8,24.0,8
2024/7/5,26.3,8,0.0,0,8,5.3,0,8,2.5,8,22.6,8
2024/7/6,26.2,8,1.5,0,8,1.4,0,8,1.8,8,27.3,8
2024/7/7,30.0,8,0.0,0,8,5.3,0,8,3.6,8,26.1,8
2024/7/8,25.1,8,14.0,0,8,0.0,0,8,2.1,8,29.4,8
2024/7/9,24.9,8,3.5,0,8,0.7,0,8,1.9,8,27.4,8
2024/7/10,24.3,8,25.0,0,8,0.3,0,8,2.3,8,26.5,8
2024/7/11,23.9,8,8.0,0,8,1.9,0,8,2.1,8,26.5,8
2024/7/12,23.2,8,0.0,0,8,1.9,0,8,1.9,8,24.8,8
2024/7/13,24.1,8,0,1,8,10.5,0,8,2.5,8,23.1,8
2024/7/14,23.5,8,1.0,0,8,1.6,0,8,1.9,8,25.0,8
2024/7/15,23.7,8,2.5,0,8,6.1,0,8,2.5,8,23.9,8
2024/7/16,23.2,8,0.0,0,8,0.7,0,8,2.4,8,23.7,8
2024/7/17,24.3,8,0.5,0,8,1.3,0,8,2.1,8,26.1,8
2024/7/18,25.1,8,8.5,0,8,4.1,0,8,1.4,8,28.5,8
2024/7/19,26.0,8,0.0,0,8,1.3,0,8,1.7,8,29.1,8
2024/7/20,27.7,8,0.0,0,8,4.9,0,8,1.9,8,30.8,8
2024/7/21,27.7,8,0,1,8,10.9,0,8,2.6,8,27.3,8
2024/7/22,31.0,8,0,1,8,13.2,0,8,3.1,8,26.7,8
2024/7/23,30.2,8,0.0,0,8,8.1,0,8,2.3,8,28.4,8
2024/7/24,29.6,8,0.0,0,8,1.9,0,8,2.8,8,26.0,8
2024/7/25,24.6,8,42.5,0,8,2.1,0,8,2.0,8,26.9,8
2024/7/26,26.6,8,3.5,0,8,2.8,0,8,2.0,8,29.2,8
2024/7/27,24.1,8,14.5,0,8,0.0,0,8,2.1,8,27.8,8
2024/7/28,28.1,8,0.0,0,8,1.7,0,8,1.8,8,29.7,8
2024/7/29,29.3,8,0.5,0,8,1.2,0,8,2.5,8,28.4,8
2024/7/30,30.9,8,0.0,0,8,8.2,0,8,3.5,8,25.3,8
2024/7/31,27.2,8,2.0,0,8,4.0,0,8,2.2,8,29.4,8
2024/8/1,26.5,8,0,1,8,7.8,0,8,2.5,8,26.5,8
2024/8/2,26.9,8,0,1,8,10.1,0,8,2.8,8,27.9,8
2024/8/3,27.6,8,0.0,0,8,10.6,0,8,2.9,8,29.1,8
2024/8/4,28.3,8,0,1,8,10.0,0,8,2.9,8,30.1,8
2024/8/5,27.8,8,0.0,0,8,3.5,0,8,2.9,8,31.1,8
2024/8/6,28.1,8,0.0,0,8,5.6,0,8,2.8,8,30.0,8
2024/8/7,27.2,8,1.0,0,8,1.8,0,8,1.9,8,29.8,8
2024/8/8,28.1,8,0,1,8,11.5,0,8,2.7,8,28.9,8
2024/8/9,28.5,8,0,1,8,10.5,0,8,2.9,8,29.1,8
2024/8/10,27.7,8,0.0,0,8,1.1,0,8,3.7,8,27.1,8
2024/8/11,29.2,8,0.0,0,8,3.2,0,8,6.5,8,26.6,8
2024/8/12,27.2,8,3.5,0,8,0.0,0,8,4.3,8,31.4,8
2024/8/13,28.0,8,2.0,0,8,3.7,0,8,2.6,8,33.5,8
2024/8/14,28.0,8,27.5,0,8,2.6,0,8,1.7,8,33.3,8
2024/8/15,28.8,8,0.0,0,8,8.3,0,8,2.9,8,32.2,8
2024/8/16,27.5,8,1.0,0,8,0.9,0,8,3.4,8,32.7,8
2024/8/17,28.2,8,8.5,0,8,5.4,0,8,5.3,8,31.0,8
2024/8/18,27.2,8,0,1,8,8.8,0,8,3.4,8,29.8,8
2024/8/19,27.4,8,0.0,0,8,6.6,0,8,2.7,8,30.8,8
2024/8/20,27.1,8,0.0,0,8,6.1,0,8,3.0,8,28.9,8
2024/8/21,25.9,8,0.0,0,8,2.5,0,8,2.5,8,26.7,8
2024/8/22,26.5,8,0.0,0,8,0.8,0,8,3.8,8,29.0,8
2024/8/23,28.1,8,0.5,0,8,5.9,0,8,2.8,8,31.7,8
2024/8/24,28.8,8,33.5,0,8,6.9,0,8,2.1,8,33.4,8
2024/8/25,26.1,8,18.5,0,8,0.0,0,8,2.2,8,30.6,8
2024/8/26,26.8,8,0.0,0,8,3.3,0,8,2.5,8,30.7,8
2024/8/27,27.9,8,0.0,0,8,6.3,0,8,5.1,8,30.4,8
2024/8/28,26.7,8,0.0,0,8,0.4,0,8,2.0,8,29.9,8
2024/8/29,26.4,8,0.0,0,8,0.2,0,8,2.2,8,30.6,8
2024/8/30,25.5,8,26.5,0,8,0.8,0,8,4.4,8,30.7,8
2024/8/31,26.7,8,4.5,0,8,1.7,0,8,3.2,8,32.0,8
2024/9/1,26.8,8,0.0,0,8,6.2,0,8,2.5,8,30.3,8
2024/9/2,26.9,8,1.0,0,8,6.0,0,8,3.1,8,29.0,8
2024/9/3,23.0,8,1.0,0,8,0.7,0,8,2.4,8,21.9,8
2024/9/4,23.8,8,0,1,8,8.3,0,8,2.5,8,22.2,8
2024/9/5,25.2,8,0,1,8,9.1,0,8,2.6,8,25.4,8
2024/9/6,26.4,8,0,1,8,3.1,0,8,1.8,8,25.7,8
2024/9/7,26.2,8,0.0,0,8,2.8,0,8,2.2,8,27.3,8
2024/9/8,24.5,8,0.0,0,8,0.0,0,8,2.3,8,26.3,8
2024/9/9,25.0,8,0.0,0,8,1.6,0,8,2.4,8,26.0,8
2024/9/10,26.5,8,0.0,0,8,3.0,0,8,2.4,8,29.6,8
2024/9/11,28.4,8,0.0,0,8,7.5,0,8,1.8,8,30.3,8
2024/9/12,27.4,8,0.0,0,8,4.0,0,8,2.1,8,30.4,8
2024/9/13,27.1,8,0.0,0,8,2.8,0,8,1.9,8,29.7,8
2024/9/14,22.5,8,8.5,0,8,0.0,0,8,2.5,8,24.7,8
2024/9/15,24.7,8,21.0,0,8,0.7,0,8,1.8,8,29.2,8
2024/9/16,21.9,8,1.0,0,8,0.0,0,8,2.5,8,22.0,8
2024/9/17,25.6,8,0,1,8,8.4,0,8,1.9,8,25.1,8
2024/9/18,25.5,8,0.0,0,8,2.7,0,8,2.0,8,26.0,8
2024/9/19,25.3,8,0.5,0,8,2.7,0,8,2.3,8,24.5,8
2024/9/20,23.9,8,17.0,0,8,0.6,0,8,2.7,8,26.7,8
2024/9/21,16.6,8,39.0,0,8,0.0,0,8,3.3,8,18.1,8
2024/9/22,17.7,8,44.5,0,8,0.1,0,8,4.2,8,18.7,8
2024/9/23,18.2,8,0.5,0,8,0.0,0,8,3.5,8,17.2,8
2024/9/24,18.1,8,0,1,8,6.5,0,8,3.0,8,13.9,8
2024/9/25,18.4,8,6.0,0,8,0.6,0,8,3.7,8,18.7,8
2024/9/26,22.5,8,0.0,0,8,4.3,0,8,2.6,8,22.6,8
2024/9/27,23.9,8,0,1,8,4.3,0,8,1.8,8,25.0,8
2024/9/28,22.7,8,0,1,8,1.3,0,8,2.7,8,21.1,8
2024/9/29,21.4,8,0.0,0,8,2.2,0,8,2.4,8,19.0,8
2024/9/30,20.1,8,0,1,8,3.0,0,8,2.3,8,18.5,8
2024/10/1,21.6,8,0,1,8,5.9,0,8,2.1,8,20.6,8
2024/10/2,24.0,8,0.0,0,8,10.5,0,8,3.4,8,19.9,8
2024/10/3,19.0,8,1.5,0,8,0.0,0,8,3.6,8,16.6,8
2024/10/4,19.8,8,16.0,0,8,0.0,0,8,2.1,8,21.7,8
2024/10/5,20.8,8,0.0,0,8,4.5,0,8,2.6,8,18.0,8
2024/10/6,18.6,8,9.5,0,8,0.0,0,8,1.5,8,20.4,8
2024/10/7,19.3,8,16.0,0,8,0.4,0,8,2.9,8,20.5,8
2024/10/8,17.4,8,9.0,0,8,0.0,0,8,2.1,8,16.8,8
2024/10/9,16.4,8,9.5,0,8,0.0,0,8,3.6,8,16.3,8
2024/10/10,16.4,8,0.0,0,8,4.2,0,8,5.5,8,13.2,8
2024/10/11,17.0,8,0.0,0,8,4.8,0,8,2.5,8,13.6,8
2024/10/12,17.3,8,0,1,8,10.4,0,8,2.4,8,14.4,8
2024/10/13,18.3,8,0,1,8,9.4,0,8,2.7,8,13.5,8
2024/10/14,17.6,8,0,1,8,1.9,0,8,2.6,8,13.7,8
2024/10/15,20.3,8,0.0,0,8,5.6,0,8,2.4,8,17.9,8
2024/10/16,20.4,8,0.0,0,8,0.0,0,8,2.3,8,19.0,8
2024/10/17,18.7,8,0,1,8,9.0,0,8,2.3,8,15.9,8
2024/10/18,18.0,8,3.5,0,8,0.0,0,8,2.0,8,17.9,8
2024/10/19,21.8,8,0.0,0,8,2.7,0,8,4.8,8,20.1,8
2024/10/20,12.4,8,0.0,0,8,8.0,0,8,5.6,8,7.9,8
2024/10/21,13.1,8,0,1,8,9.7,0,8,2.8,8,10.3,8
2024/10/22,16.6,8,0.0,0,8,2.8,0,8,1.9,8,14.4,8
2024/10/23,20.7,8,0.0,0,8,0.2,0,8,3.0,8,20.7,8
2024/10/24,20.7,8,0.0,0,8,7.9,0,8,4.1,8,14.8,8
2024/10/25,18.5,8,0,1,8,9.7,0,8,3.0,8,13.1,8
2024/10/26,16.3,8,0,1,8,2.9,0,8,2.4,8,14.7,8
2024/10/27,18.3,8,2.0,0,8,7.2,0,8,2.7,8,16.8,8
2024/10/28,16.5,8,1.5,0,8,0.9,0,8,3.5,8,13.3,8
2024/10/29,12.7,8,1.5,0,8,7.5,0,8,3.0,8,9.3,8
2024/10/30,14.0,8,12.0,0,8,4.1,0,8,3.6,8,12.4,8
2024/10/31,15.5,8,0,1,8,8.9,0,8,2.1,8,11.8,8
2024/11/1,15.5,8,0.0,0,8,7.1,0,8,2.0,8,13.1,8
2024/11/2,14.7,8,18.0,0,8,0.0,0,8,3.2,8,15.0,8
2024/11/3,13.8,8,0,1,8,9.9,0,8,3.7,8,9.9,8
2024/11/4,15.0,8,0.0,0,8,10.0,0,8,3.5,8,11.6,8
2024/11/5,13.9,8,0.0,0,8,3.1,0,8,4.4,8,9.3,8
2024/11/6,10.1,8,6.0,0,8,2.3,0,8,2.6,8,9.8,8
2024/11/7,9.0,8,0.0,0,8,4.3,0,8,3.6,8,7.5,8
2024/11/8,8.6,8,0.0,0,8,1.7,0,8,2.2,8,8.0,8
2024/11/9,10.4,8,0,1,8,6.0,0,8,1.7,8,8.6,8
2024/11/10,12.5,8,0,1,8,8.2,0,8,2.1,8,10.9,8
2024/11/11,15.8,8,0,1,8,7.8,0,8,3.0,8,11.7,8
2024/11/12,13.3,8,0.0,0,8,5.3,0,8,1.9,8,11.5,8
2024/11/13,12.2,5,0.0,0,8,9.4,0,8,4.7,8,8.0,5
2024/11/14,10.3,8,0,1,8,9.0,0,8,2.6,8,8.5,8
2024/11/15,13.2,8,0.0,0,8,1.0,0,8,2.1,8,11.4,8
2024/11/16,14.0,8,0,1,8,6.4,0,8,2.8,8,11.6,8
2024/11/17,16.7,8,4.0,0,8,3.6,0,8,2.8,8,14.7,8
2024/11/18,7.7,8,2.5,0,8,1.9,0,8,4.8,8,7.1,8
2024/11/19,4.6,8,0.0,0,8,1.8,0,8,2.6,5,5.9,8
2024/11/20,6.2,8,0,1,8,6.7,0,8,1.8,8,6.7,8
2024/11/21,10.2,8,0,1,8,7.8,0,8,3.3,8,8.0,8
2024/11/22,9.9,8,0.0,0,8,3.3,0,8,2.8,8,8.2,8
2024/11/23,8.5,8,0.0,0,8,7.5,0,8,3.3,8,7.0,8
2024/11/24,7.1,8,0.0,0,8,6.7,0,8,2.5,8,6.4,8
2024/11/25,7.6,8,0,1,8,9.4,0,8,2.6,8,6.5,8
2024/11/26,9.4,8,8.0,0,8,6.3,0,8,3.1,8,9.2,8
2024/11/27,13.9,8,4.5,0,8,6.6,0,8,2.7,8,11.8,8
2024/11/28,9.3,8,0.0,0,8,8.9,0,8,4.0,8,7.4,8
2024/11/29,7.3,8,0,1,8,8.1,0,8,3.1,8,6.5,8
2024/11/30,7.1,8,0.5,0,8,5.3,0,8,3.3,8,6.4,8
2024/12/1,7.9,8,0.0,0,8,4.3,0,8,2.6,8,6.9,8
2024/12/2,8.0,8,0,1,8,9.2,0,8,2.0,8,7.6,8
2024/12/3,10.2,8,0.0,0,8,5.0,0,8,2.5,8,9.3,8
2024/12/4,8.1,8,0.5,0,8,0.8,0,8,3.3,8,8.2,8
2024/12/5,6.1,8,0.0,0,8,3.1,0,8,2.5,8,7.2,8
2024/12/6,5.7,8,1.0,0,8,3.9,0,8,2.9,8,7.0,8
2024/12/7,3.3,8,0.0,0,8,5.2,0,8,2.7,8,5.5,8
2024/12/8,3.1,8,0.0,0,8,4.0,0,8,2.8,8,5.7,8
2024/12/9,4.8,8,0.0,0,8,8.2,0,8,3.1,8,5.9,8
2024/12/10,6.3,8,0.0,0,8,8.7,0,8,2.6,8,5.7,8
2024/12/11,5.1,8,0.0,0,8,1.8,0,8,3.2,8,5.6,8
2024/12/12,3.3,8,0.0,0,8,7.6,0,8,3.0,8,4.6,8
2024/12/13,4.0,8,0.0,0,8,2.7,0,8,3.1,8,5.5,8
2024/12/14,3.0,8,0.0,0,8,7.9,0,8,3.8,8,5.2,8
2024/12/15,3.7,8,1.5,0,8,2.2,0,8,3.0,8,6.0,8
2024/12/16,3.1,8,0.0,0,8,7.3,0,8,2.4,8,5.5,8
2024/12/17,2.9,8,0.0,0,8,4.6,0,8,3.0,8,5.3,8
2024/12/18,2.3,8,0,1,8,8.5,0,8,3.9,8,4.8,8
2024/12/19,1.6,8,0,1,8,7.7,0,8,2.6,8,4.3,8
2024/12/20,4.8,8,0,1,8,4.9,0,8,2.7,8,4.8,8
2024/12/21,5.4,8,0.0,0,8,4.9,0,8,2.7,8,6.0,8
2024/12/22,2.8,8,0.0,0,8,5.2,0,8,4.5,8,5.1,8
2024/12/23,0.8,8,0.0,0,8,6.1,0,8,2.9,8,5.1,8
2024/12/24,2.0,8,0,1,8,8.7,0,8,3.7,8,4.8,8
2024/12/25,4.4,8,0,1,8,5.3,0,8,2.2,8,5.5,8
2024/12/26,5.7,8,0.0,0,8,2.4,0,8,2.3,8,6.6,8
2024/12/27,2.4,8,0.0,0,8,4.1,0,8,3.9,8,4.3,8
2024/12/28,2.4,8,0,1,8,7.8,0,8,3.7,8,4.2,8
2024/12/29,0.8,8,0.5,0,8,0.6,0,8,2.7,8,4.6,8
2024/12/30,4.5,8,0.0,0,8,6.2,0,8,2.1,8,4.8,8
2024/12/31,5.0,8,0.0,0,8,2.5,0,8,3.5,8,6.3,8
2025/1/1,3.2,8,0.0,0,8,9.0,0,8,4.5,8,5.0,8
2025/1/2,2.4,8,0,1,8,4.7,0,8,2.7,8,5.0,8
2025/1/3,2.1,8,0,1,8,7.5,0,8,3.2,8,3.9,8
2025/1/4,1.1,8,0.0,0,8,5.4,0,8,2.6,8,4.2,8
2025/1/5,2.8,8,0.0,0,8,5.0,0,8,1.6,8,4.8,8
2025/1/6,3.1,8,9.5,0,8,2.3,0,8,2.5,8,6.3,8
2025/1/7,6.2,8,3.0,0,8,7.6,0,8,4.0,8,7.0,8
2025/1/8,3.8,8,0,1,8,5.4,0,8,3.7,8,4.8,8
2025/1/9,0.5,8,4.5,0,8,0.1,0,8,2.5,5,5.8,8
2025/1/10,0.1,8,8.0,0,8,3.2,0,8,2.9,8,5.4,8
2025/1/11,2.6,8,0.0,0,8,9.2,0,8,1.9,8,5.8,8
2025/1/12,2.4,8,0.0,0,8,4.5,0,8,2.0,8,5.5,8
2025/1/13,4.4,8,0.0,0,8,6.7,0,8,3.8,8,5.3,8
2025/1/14,3.9,8,0.0,0,8,3.9,0,8,2.4,8,5.8,8
2025/1/15,1.5,8,0.5,0,8,1.1,0,8,2.6,8,5.6,8
2025/1/16,0.8,8,0.0,0,8,7.8,0,8,3.2,8,3.9,8
2025/1/17,0.9,8,0.0,0,8,8.2,0,8,4.5,8,4.3,8
2025/1/18,2.4,8,0.0,0,8,5.4,0,8,2.1,8,5.1,8
2025/1/19,4.9,8,0,1,8,9.3,0,8,2.5,8,5.5,8
2025/1/20,5.7,8,0,1,8,5.0,0,8,2.9,8,6.5,8
2025/1/21,6.2,8,0.0,0,8,4.3,0,8,2.8,8,6.7,8
2025/1/22,4.9,8,0.0,0,8,6.2,0,8,3.0,8,5.7,8
